"country","industry","user_type","user_count","time_used"
"Burundi","Energy","Government Worker","3","28"
"Vanuatu","Education","Senior Developer","3","41"
"India","Tech","Designer","3","44"
"Ivory Coast","Manufacturing","Business Owner","3","32"
"Nigeria","Media","ML Engineer","3","24"
"Indonesia","Manufacturing","Senior Developer","3","27"
"Thailand","Healthcare","Non-Tech User","3","24"
"Maldives","Education","Teacher","3","38"
"Marshall Islands","Manufacturing","Researcher","3","23"
"Ivory Coast","Legal","Teacher","3","40"
"Honduras","Tech","Government Worker","3","25"
"Afghanistan","Energy","Designer","3","36"
"Indonesia","Media","Lawyer","3","51"
"Finland","Tech","Non-Tech User","3","30"
"Switzerland","Retail","Product Manager","3","41"
"Cape Verde","Energy","Senior Developer","3","43"
"Germany","Education","Data Analyst","3","27"
"France","Energy","Startup Founder","3","35"
"Morocco","Finance","ML Engineer","3","31"
"Serbia","Legal","Product Manager","3","40"
"Sierra Leone","Education","Startup Founder","3","41"
"Kuwait","Legal","Startup Founder","3","32"
"Vanuatu","Agriculture","Designer","3","50"
"Yemen","Manufacturing","Researcher","3","28"
"Turkey","Finance","Lawyer","3","19"
"Mongolia","Retail","Designer","3","33"
"Iceland","Healthcare","Data Analyst","3","31"
"France","Tech","Marketer","3","16"
"Micronesia","Retail","Marketer","3","33"
"Timor-Leste","Transportation","Designer","3","20"
"Mongolia","Education","Content Creator","3","49"
"Equatorial Guinea","Transportation","Doctor","3","28"
"North Macedonia","Manufacturing","Senior Developer","3","47"
"Syria","Agriculture","Business Owner","3","25"
"Micronesia","Legal","Data Analyst","3","26"
"Madagascar","Education","Junior Dev","3","28"
"Belgium","Energy","Government Worker","3","33"
"Sudan","Legal","Product Manager","3","33"
"Australia","Manufacturing","Doctor","3","21"
"Dominican Republic","Retail","Researcher","3","49"
"Uzbekistan","Energy","Government Worker","3","37"
"Romania","Manufacturing","Doctor","3","38"
"Vietnam","Agriculture","Business Owner","3","40"
"Albania","Retail","ML Engineer","3","40"
"Burkina Faso","Finance","Researcher","3","31"
"UAE","Legal","Non-Tech User","3","23"
"South Africa","Government","Marketer","3","16"
"China","Energy","Doctor","3","27"
"Czech Republic","Healthcare","Product Manager","3","21"
"Armenia","Energy","Senior Developer","3","38"
"Qatar","Tech","Product Manager","3","34"
"Tunisia","Agriculture","Doctor","3","38"
"Saudi Arabia","Finance","Data Analyst","3","29"
"Zambia","Agriculture","Designer","3","26"
"Jordan","Manufacturing","DevOps Engineer","3","27"
"Hungary","Government","Lawyer","3","21"
"Iceland","Manufacturing","Business Owner","3","36"
"Germany","Retail","DevOps Engineer","3","22"
"Peru","Legal","Government Worker","3","38"
"Norway","Retail","Junior Dev","3","27"
"Belgium","Government","Doctor","3","23"
"Bhutan","Manufacturing","Marketer","3","52"
"Seychelles","Media","Junior Dev","3","43"
"Samoa","Manufacturing","Researcher","3","33"
"North Korea","Energy","Designer","3","26"
"Sweden","Government","Startup Founder","3","30"
"Senegal","Healthcare","Senior Developer","3","25"
"UK","Education","Cybersecurity Analyst","3","38"
"Vatican City","Retail","ML Engineer","3","38"
"Central African Republic","Government","Government Worker","3","18"
"Chad","Media","Startup Founder","3","29"
"Tonga","Retail","Lawyer","3","34"
"Honduras","Government","Marketer","3","22"
"Solomon Islands","Tech","Doctor","3","31"
"Ethiopia","Government","Researcher","3","33"
"Cameroon","Transportation","Government Worker","3","27"
"South Korea","Legal","Researcher","3","26"
"South Korea","Tech","Researcher","3","41"
"Iraq","Education","Business Owner","3","20"
"Philippines","Finance","Marketer","3","43"
"Venezuela","Education","Researcher","3","12"
"Belarus","Government","ML Engineer","3","37"
"Guatemala","Legal","Senior Developer","3","42"
"Solomon Islands","Retail","ML Engineer","3","45"
"Australia","Media","Cybersecurity Analyst","3","44"
"Luxembourg","Education","Product Manager","3","37"
"Argentina","Finance","Student","3","24"
"China","Media","Product Manager","3","19"
"Dominican Republic","Healthcare","Data Analyst","3","35"
"Ivory Coast","Retail","ML Engineer","3","34"
"Mali","Transportation","Product Manager","3","40"
"Namibia","Media","Data Analyst","3","23"
"Syria","Tech","Government Worker","3","26"
"New Zealand","Energy","Junior Dev","3","25"
"Congo","Healthcare","Lawyer","3","17"
"Honduras","Legal","Researcher","3","44"
"Hungary","Media","Senior Developer","3","31"
"Sweden","Tech","Freelancer","3","36"
"Saudi Arabia","Legal","Business Owner","3","22"
"Mongolia","Finance","Teacher","3","39"
"Cuba","Media","Cybersecurity Analyst","3","29"
"Denmark","Education","Lawyer","3","29"
"El Salvador","Education","Data Analyst","3","33"
"Micronesia","Retail","Teacher","3","29"
"Mali","Legal","Junior Dev","3","47"
"Tajikistan","Media","Non-Tech User","3","23"
"Japan","Media","Researcher","3","49"
"Papua New Guinea","Media","Data Analyst","3","23"
"France","Education","Non-Tech User","3","35"
"Kazakhstan","Media","Doctor","3","49"
"Namibia","Retail","Teacher","3","33"
"Somalia","Retail","Teacher","3","29"
"Namibia","Agriculture","Student","3","23"
"Cyprus","Finance","Data Analyst","3","37"
"Slovakia","Transportation","Researcher","3","21"
"Portugal","Finance","Content Creator","3","37"
"Liechtenstein","Finance","Data Analyst","3","26"
"Bhutan","Government","Government Worker","3","29"
"Liechtenstein","Retail","Non-Tech User","3","56"
"Montenegro","Manufacturing","Designer","3","26"
"Comoros","Media","ML Engineer","3","35"
"Estonia","Education","Doctor","3","20"
"Uzbekistan","Legal","Student","3","19"
"Croatia","Finance","Cybersecurity Analyst","3","33"
"Rwanda","Tech","Freelancer","3","37"
"Equatorial Guinea","Transportation","Content Creator","3","34"
"Luxembourg","Manufacturing","Freelancer","3","18"
"Angola","Retail","Non-Tech User","3","41"
"Algeria","Education","Senior Developer","3","28"
"Jordan","Legal","ML Engineer","3","36"
"San Marino","Finance","Data Analyst","3","24"
"Canada","Retail","Doctor","3","32"
"Malta","Agriculture","Researcher","3","36"
"Malta","Healthcare","Designer","3","27"
"Timor-Leste","Education","Product Manager","3","28"
"Seychelles","Manufacturing","Data Analyst","3","33"
"Nigeria","Government","Student","3","32"
"Georgia","Retail","Doctor","3","15"
"Costa Rica","Tech","Cybersecurity Analyst","3","22"
"Dominican Republic","Education","Business Owner","3","55"
"Myanmar","Finance","Designer","3","27"
"Slovenia","Legal","Designer","3","36"
"Rwanda","Finance","ML Engineer","3","36"
"Singapore","Media","Junior Dev","3","27"
"Maldives","Government","Product Manager","3","42"
"Belgium","Media","Business Owner","3","31"
"Lithuania","Transportation","Content Creator","3","20"
"Switzerland","Energy","Researcher","3","48"
"Burundi","Education","Marketer","3","25"
"Benin","Retail","Student","3","52"
"Uruguay","Tech","Student","3","27"
"Kuwait","Media","Startup Founder","3","21"
"Trinidad and Tobago","Manufacturing","Product Manager","3","38"
"Vietnam","Energy","Marketer","3","19"
"Sweden","Transportation","DevOps Engineer","3","26"
"Ireland","Finance","ML Engineer","3","33"
"Belgium","Legal","Doctor","3","39"
"Iceland","Media","Doctor","3","54"
"Comoros","Transportation","Startup Founder","3","30"
"Burkina Faso","Media","Lawyer","3","26"
"Spain","Education","Researcher","3","29"
"Paraguay","Media","Researcher","3","35"
"Botswana","Government","Marketer","3","33"
"Honduras","Manufacturing","Designer","3","11"
"Bolivia","Media","DevOps Engineer","3","35"
"Gabon","Healthcare","Researcher","3","20"
"Belarus","Healthcare","Government Worker","3","31"
"Vatican City","Government","Junior Dev","3","39"
"Slovenia","Healthcare","DevOps Engineer","3","28"
"Saudi Arabia","Agriculture","Teacher","3","15"
"Panama","Finance","Researcher","3","32"
"Mexico","Media","Lawyer","3","24"
"Eritrea","Tech","Freelancer","3","31"
"Benin","Government","Doctor","3","30"
"Somalia","Energy","Data Analyst","3","52"
"Libya","Finance","Lawyer","3","38"
"Somalia","Transportation","DevOps Engineer","3","21"
"Nigeria","Media","DevOps Engineer","3","27"
"Kyrgyzstan","Media","Data Analyst","3","37"
"Zimbabwe","Retail","Doctor","3","26"
"Portugal","Tech","Startup Founder","3","24"
"Congo","Legal","Marketer","3","39"
"Netherlands","Transportation","Teacher","3","48"
"Philippines","Manufacturing","DevOps Engineer","3","44"
"Monaco","Education","Senior Developer","3","28"
"Vanuatu","Legal","Data Analyst","3","18"
"Honduras","Legal","Cybersecurity Analyst","3","23"
"France","Government","Junior Dev","3","33"
"Qatar","Finance","Researcher","3","37"
"Liberia","Energy","Lawyer","3","32"
"Botswana","Energy","Business Owner","3","12"
"Botswana","Healthcare","Lawyer","3","41"
"Pakistan","Agriculture","Designer","3","15"
"Uruguay","Tech","Researcher","3","36"
"Tonga","Legal","Product Manager","3","38"
"Cuba","Energy","Data Analyst","3","37"
"San Marino","Media","Lawyer","3","34"
"Tanzania","Transportation","Government Worker","3","28"
"Ecuador","Agriculture","Business Owner","3","30"
"North Korea","Manufacturing","Designer","3","28"
"Oman","Energy","Designer","3","14"
"Djibouti","Agriculture","Freelancer","3","37"
"Iran","Education","Senior Developer","3","38"
"Micronesia","Tech","ML Engineer","3","41"
"Dominican Republic","Transportation","Cybersecurity Analyst","3","20"
"South Korea","Transportation","DevOps Engineer","3","9"
"Mexico","Government","Teacher","3","37"
"Slovakia","Retail","Data Analyst","3","21"
"Tanzania","Manufacturing","DevOps Engineer","3","34"
"Eritrea","Manufacturing","Teacher","3","15"
"Burundi","Retail","Content Creator","3","45"
"Argentina","Media","Senior Developer","3","33"
"Ghana","Energy","Doctor","3","26"
"Benin","Government","DevOps Engineer","3","48"
"Mozambique","Retail","Freelancer","3","28"
"Bosnia and Herzegovina","Legal","Doctor","3","20"
"Kiribati","Finance","DevOps Engineer","3","20"
"San Marino","Media","Teacher","3","27"
"Belgium","Finance","Researcher","3","26"
"Timor-Leste","Education","Designer","3","25"
"Sudan","Manufacturing","Student","3","24"
"Timor-Leste","Education","Student","3","40"
"Armenia","Tech","Cybersecurity Analyst","3","29"
"Spain","Transportation","Lawyer","3","22"
"Malaysia","Tech","Product Manager","3","37"
"Luxembourg","Media","Researcher","3","38"
"Nigeria","Government","Junior Dev","3","25"
"Monaco","Manufacturing","Researcher","3","43"
"Honduras","Retail","Product Manager","3","14"
"Jamaica","Retail","Doctor","3","9"
"Angola","Legal","Government Worker","3","17"
"Central African Republic","Government","Business Owner","3","9"
"Kiribati","Government","Teacher","3","51"
"Iceland","Tech","Lawyer","3","43"
"Bulgaria","Education","Product Manager","3","9"
"Burundi","Agriculture","Data Analyst","3","33"
"Colombia","Manufacturing","Junior Dev","3","10"
"Jamaica","Legal","Business Owner","3","36"
"Honduras","Tech","Student","3","45"
"Serbia","Legal","Non-Tech User","3","35"
"Namibia","Retail","Researcher","3","5"
"South Africa","Finance","Non-Tech User","3","36"
"Venezuela","Manufacturing","Government Worker","3","41"
"Myanmar","Legal","Teacher","3","32"
"Portugal","Energy","Cybersecurity Analyst","3","42"
"Ecuador","Tech","Startup Founder","3","46"
"Panama","Finance","Content Creator","3","28"
"Kiribati","Media","Marketer","3","32"
"Qatar","Government","Non-Tech User","3","14"
"Chad","Retail","Teacher","3","42"
"Latvia","Healthcare","Data Analyst","3","43"
"Lesotho","Healthcare","Researcher","3","40"
"Italy","Healthcare","Designer","3","30"
"Sierra Leone","Healthcare","Government Worker","3","44"
"Vietnam","Education","Student","3","29"
"Ukraine","Education","Government Worker","3","26"
"Kazakhstan","Legal","Cybersecurity Analyst","3","37"
"South Korea","Media","ML Engineer","3","22"
"Samoa","Energy","Designer","3","9"
"Panama","Retail","Government Worker","3","47"
"Sri Lanka","Healthcare","Senior Developer","3","40"
"UK","Education","Junior Dev","3","31"
"Burundi","Manufacturing","Startup Founder","3","34"
"Eswatini","Transportation","ML Engineer","3","39"
"Niger","Media","Marketer","3","24"
"Kenya","Tech","DevOps Engineer","3","25"
"USA","Tech","Junior Dev","3","24"
"Tunisia","Tech","Non-Tech User","3","38"
"Brunei","Transportation","Teacher","3","23"
"El Salvador","Transportation","Data Analyst","3","31"
"Uzbekistan","Agriculture","Freelancer","3","31"
"Egypt","Media","Senior Developer","3","12"
"Ukraine","Manufacturing","Researcher","3","35"
"Lebanon","Transportation","Government Worker","3","14"
"Lebanon","Education","Researcher","3","15"
"Ghana","Transportation","Teacher","3","46"
"Comoros","Energy","Startup Founder","3","14"
"Gambia","Government","Researcher","3","30"
"Turkmenistan","Transportation","Senior Developer","3","44"
"Cape Verde","Finance","Lawyer","3","35"
"Oman","Tech","Product Manager","3","28"
"Kosovo","Legal","Lawyer","3","29"
"Somalia","Tech","Cybersecurity Analyst","3","34"
"Morocco","Education","Senior Developer","3","19"
"Japan","Agriculture","Marketer","3","24"
"Afghanistan","Retail","Designer","3","22"
"Lebanon","Retail","Content Creator","3","31"
"Djibouti","Education","Doctor","3","12"
"Saudi Arabia","Government","DevOps Engineer","3","39"
"Georgia","Agriculture","Designer","3","36"
"Paraguay","Finance","Product Manager","3","16"
"Malta","Tech","Content Creator","3","32"
"Brunei","Transportation","Researcher","3","35"
"Comoros","Education","Freelancer","3","25"
"UAE","Transportation","Data Analyst","3","48"
"Australia","Media","ML Engineer","3","26"
"South Africa","Transportation","Product Manager","3","48"
"DR Congo","Tech","ML Engineer","3","17"
"Vietnam","Energy","Designer","3","41"
"Belgium","Education","Marketer","3","32"
"Venezuela","Healthcare","Marketer","3","30"
"San Marino","Retail","Marketer","3","29"
"South Africa","Finance","Designer","3","39"
"Argentina","Finance","Content Creator","3","29"
"Egypt","Media","Researcher","3","27"
"Armenia","Energy","Content Creator","3","28"
"Cyprus","Education","Designer","3","23"
"North Macedonia","Healthcare","Startup Founder","3","10"
"Tunisia","Transportation","Senior Developer","3","30"
"Ireland","Education","Cybersecurity Analyst","3","44"
"Lithuania","Media","Designer","3","35"
"Morocco","Transportation","Junior Dev","3","26"
"Kiribati","Legal","Startup Founder","3","48"
"Iceland","Manufacturing","Freelancer","3","30"
"Guatemala","Retail","Business Owner","3","30"
"South Africa","Retail","Cybersecurity Analyst","3","39"
"Morocco","Healthcare","Data Analyst","3","38"
"Liberia","Manufacturing","Business Owner","3","36"
"Burundi","Manufacturing","ML Engineer","3","19"
"Ethiopia","Retail","Designer","3","45"
"Colombia","Tech","Government Worker","3","9"
"Lesotho","Agriculture","Researcher","3","31"
"Italy","Tech","Student","3","29"
"Bhutan","Legal","Designer","3","18"
"Kuwait","Retail","Content Creator","3","30"
"Mauritius","Transportation","Researcher","3","30"
"Myanmar","Agriculture","Marketer","3","36"
"Poland","Finance","Data Analyst","3","20"
"Andorra","Government","Designer","3","15"
"Slovenia","Agriculture","Government Worker","3","49"
"Senegal","Legal","Marketer","3","26"
"Togo","Energy","Content Creator","3","42"
"Mali","Tech","Lawyer","3","40"
"Singapore","Retail","Senior Developer","3","34"
"Papua New Guinea","Retail","Senior Developer","3","44"
"Hungary","Education","DevOps Engineer","3","12"
"Kenya","Healthcare","Freelancer","3","38"
"Uganda","Manufacturing","DevOps Engineer","3","34"
"Romania","Retail","Designer","3","32"
"Vietnam","Transportation","Marketer","3","34"
"Czech Republic","Finance","Content Creator","3","50"
"Indonesia","Education","DevOps Engineer","3","30"
"Georgia","Transportation","Content Creator","3","40"
"Papua New Guinea","Legal","Senior Developer","3","40"
"Namibia","Education","Doctor","3","31"
"Vanuatu","Education","Startup Founder","3","18"
"Singapore","Media","Marketer","3","24"
"Indonesia","Energy","Business Owner","3","38"
"Uzbekistan","Retail","Marketer","3","25"
"Kenya","Tech","ML Engineer","3","31"
"Venezuela","Finance","Student","3","31"
"Bosnia and Herzegovina","Legal","Content Creator","3","35"
"Jamaica","Media","Cybersecurity Analyst","3","39"
"Senegal","Media","Non-Tech User","3","42"
"Sweden","Media","Junior Dev","3","35"
"Papua New Guinea","Transportation","Student","3","13"
"Namibia","Transportation","Non-Tech User","3","43"
"North Macedonia","Finance","Data Analyst","3","40"
"Gabon","Manufacturing","Researcher","3","43"
"Monaco","Tech","Business Owner","3","41"
"Guatemala","Education","DevOps Engineer","3","30"
"Austria","Agriculture","Government Worker","3","42"
"Myanmar","Media","Government Worker","3","41"
"Burundi","Media","Non-Tech User","3","25"
"Myanmar","Media","Business Owner","3","20"
"Andorra","Government","ML Engineer","3","42"
"Chile","Legal","Researcher","3","25"
"Honduras","Government","Business Owner","3","36"
"Solomon Islands","Education","Student","3","22"
"Zimbabwe","Manufacturing","DevOps Engineer","3","31"
"Oman","Legal","Senior Developer","3","48"
"Tanzania","Retail","Government Worker","3","36"
"Gabon","Healthcare","Product Manager","3","12"
"Cape Verde","Media","DevOps Engineer","3","35"
"Sweden","Energy","Content Creator","3","23"
"Kazakhstan","Healthcare","Content Creator","3","38"
"Guatemala","Manufacturing","Content Creator","3","29"
"Belarus","Legal","Government Worker","3","33"
"Zambia","Agriculture","Junior Dev","3","40"
"Liberia","Education","Lawyer","3","21"
"Qatar","Education","Cybersecurity Analyst","3","17"
"Chad","Education","DevOps Engineer","3","31"
"Greece","Retail","DevOps Engineer","3","27"
"Papua New Guinea","Manufacturing","Product Manager","3","34"
"Malta","Energy","Non-Tech User","3","28"
"Ireland","Retail","Business Owner","3","35"
"Chad","Government","Teacher","3","21"
"Gabon","Finance","Junior Dev","3","15"
"Monaco","Healthcare","Researcher","3","32"
"Guatemala","Legal","Teacher","3","33"
"Haiti","Finance","Cybersecurity Analyst","3","46"
"Belarus","Education","DevOps Engineer","3","26"
"South Korea","Legal","Teacher","3","18"
"Belarus","Transportation","Designer","3","38"
"Peru","Healthcare","Content Creator","3","33"
"Italy","Agriculture","Lawyer","3","30"
"Eswatini","Manufacturing","Cybersecurity Analyst","3","19"
"Ghana","Education","Marketer","3","44"
"Nigeria","Transportation","Student","3","36"
"Timor-Leste","Healthcare","Senior Developer","3","49"
"Timor-Leste","Healthcare","Startup Founder","3","23"
"Nicaragua","Tech","Data Analyst","3","23"
"Burundi","Government","Product Manager","3","20"
"Afghanistan","Healthcare","Junior Dev","3","51"
"Belgium","Legal","Lawyer","3","33"
"Tunisia","Retail","Business Owner","3","26"
"Italy","Education","Non-Tech User","3","9"
"Poland","Transportation","Junior Dev","3","29"
"Gabon","Education","Senior Developer","3","17"
"Solomon Islands","Agriculture","Product Manager","3","40"
"Bosnia and Herzegovina","Transportation","ML Engineer","3","28"
"Burundi","Healthcare","DevOps Engineer","3","22"
"Netherlands","Media","Student","3","27"
"France","Tech","ML Engineer","3","35"
"China","Government","Designer","3","19"
"Marshall Islands","Healthcare","Researcher","3","31"
"South Africa","Transportation","Researcher","3","42"
"Ukraine","Education","Business Owner","3","22"
"Mongolia","Transportation","Student","3","29"
"Iran","Media","ML Engineer","3","41"
"Congo","Manufacturing","Student","3","40"
"Morocco","Finance","Doctor","3","32"
"Timor-Leste","Agriculture","Student","3","41"
"Malaysia","Healthcare","Government Worker","3","11"
"Latvia","Education","Business Owner","3","11"
"Kiribati","Agriculture","Non-Tech User","3","32"
"Bulgaria","Agriculture","Non-Tech User","3","24"
"Libya","Agriculture","ML Engineer","3","25"
"Namibia","Transportation","Business Owner","3","26"
"Timor-Leste","Media","Doctor","3","40"
"New Zealand","Education","Government Worker","3","31"
"Pakistan","Energy","Junior Dev","3","27"
"Moldova","Government","Startup Founder","3","26"
"UAE","Tech","Government Worker","3","41"
"Panama","Finance","DevOps Engineer","3","30"
"Lithuania","Manufacturing","Data Analyst","3","22"
"Kyrgyzstan","Energy","Freelancer","3","41"
"Guinea","Tech","DevOps Engineer","3","35"
"San Marino","Retail","Data Analyst","3","21"
"Gabon","Agriculture","Student","3","21"
"Finland","Transportation","Researcher","3","23"
"Bangladesh","Energy","Student","3","27"
"Micronesia","Transportation","Student","3","28"
"Malta","Healthcare","Product Manager","3","40"
"Sweden","Energy","Non-Tech User","3","32"
"Benin","Transportation","Researcher","3","21"
"Uganda","Healthcare","Data Analyst","3","39"
"Iran","Tech","Junior Dev","3","16"
"Micronesia","Healthcare","Startup Founder","3","33"
"Luxembourg","Tech","Marketer","3","30"
"Papua New Guinea","Legal","Content Creator","3","14"
"Ukraine","Media","Marketer","3","16"
"Kenya","Healthcare","Business Owner","3","43"
"Sri Lanka","Manufacturing","Startup Founder","3","30"
"Namibia","Healthcare","ML Engineer","3","14"
"Turkmenistan","Tech","DevOps Engineer","3","14"
"Botswana","Finance","Lawyer","3","26"
"Saudi Arabia","Energy","Cybersecurity Analyst","3","28"
"Moldova","Energy","Business Owner","3","35"
"Luxembourg","Finance","Researcher","3","35"
"DR Congo","Transportation","Senior Developer","3","16"
"Mexico","Agriculture","DevOps Engineer","3","46"
"Estonia","Finance","Cybersecurity Analyst","3","27"
"Jamaica","Government","Business Owner","3","25"
"Libya","Transportation","Business Owner","3","19"
"Djibouti","Retail","Senior Developer","3","33"
"South Africa","Government","Student","3","13"
"Lebanon","Media","Content Creator","3","37"
"Kyrgyzstan","Finance","Business Owner","3","30"
"Marshall Islands","Agriculture","Junior Dev","3","38"
"Peru","Manufacturing","Senior Developer","3","31"
"Norway","Agriculture","Non-Tech User","3","10"
"Papua New Guinea","Tech","Teacher","3","31"
"Mozambique","Healthcare","Business Owner","3","27"
"Uzbekistan","Legal","Cybersecurity Analyst","3","11"
"Switzerland","Education","Student","3","31"
"Brunei","Agriculture","Government Worker","3","30"
"Central African Republic","Transportation","Startup Founder","3","40"
"Seychelles","Retail","Government Worker","3","31"
"Netherlands","Media","Data Analyst","3","47"
"Timor-Leste","Government","Startup Founder","3","16"
"Botswana","Manufacturing","Junior Dev","3","27"
"Bhutan","Transportation","Freelancer","3","54"
"San Marino","Transportation","Researcher","3","32"
"Comoros","Legal","Government Worker","3","26"
"Uzbekistan","Healthcare","Content Creator","3","17"
"Canada","Education","Student","3","37"
"Marshall Islands","Transportation","Cybersecurity Analyst","3","32"
"Timor-Leste","Legal","Teacher","3","24"
"Norway","Government","Data Analyst","3","47"
"Zambia","Retail","Lawyer","3","29"
"Fiji","Government","Junior Dev","3","31"
"Cameroon","Government","Cybersecurity Analyst","3","23"
"Nigeria","Government","Doctor","3","22"
"Sweden","Legal","Researcher","3","38"
"Czech Republic","Manufacturing","Content Creator","3","29"
"Monaco","Media","Business Owner","3","43"
"Marshall Islands","Transportation","Non-Tech User","3","54"
"Japan","Retail","Product Manager","3","29"
"New Zealand","Education","Student","3","42"
"Ghana","Legal","Doctor","3","25"
"Central African Republic","Education","Doctor","3","34"
"Brunei","Healthcare","Cybersecurity Analyst","3","22"
"Romania","Government","Designer","3","32"
"Costa Rica","Retail","Data Analyst","3","26"
"Italy","Finance","Senior Developer","3","29"
"Tanzania","Media","Researcher","3","34"
"Somalia","Transportation","Startup Founder","3","41"
"Chile","Agriculture","Marketer","3","45"
"Trinidad and Tobago","Healthcare","Doctor","3","50"
"Brazil","Media","Non-Tech User","3","27"
"Belgium","Agriculture","Doctor","3","13"
"Madagascar","Government","Lawyer","3","42"
"Germany","Finance","Non-Tech User","3","25"
"Czech Republic","Government","Cybersecurity Analyst","3","40"
"Vanuatu","Education","Junior Dev","3","22"
"Monaco","Education","Startup Founder","3","36"
"Finland","Tech","Startup Founder","3","28"
"Canada","Finance","Senior Developer","3","48"
"Greece","Manufacturing","Product Manager","3","35"
"Kazakhstan","Media","Cybersecurity Analyst","3","50"
"Armenia","Energy","Junior Dev","3","26"
"Yemen","Finance","Business Owner","3","27"
"Togo","Transportation","Content Creator","3","36"
"Denmark","Government","Student","3","46"
"Peru","Transportation","Student","3","25"
"Ukraine","Manufacturing","Junior Dev","3","34"
"Saudi Arabia","Transportation","Senior Developer","3","29"
"South Africa","Retail","Government Worker","3","36"
"Slovenia","Energy","Content Creator","3","40"
"Vietnam","Retail","Doctor","3","19"
"Kyrgyzstan","Education","Student","3","35"
"UAE","Retail","Data Analyst","3","40"
"Turkey","Media","Freelancer","3","29"
"Lebanon","Media","Researcher","3","31"
"UAE","Legal","DevOps Engineer","3","45"
"Poland","Transportation","Product Manager","3","31"
"Australia","Finance","Lawyer","3","43"
"Turkmenistan","Education","Freelancer","3","34"
"Norway","Tech","Non-Tech User","3","48"
"Timor-Leste","Government","Business Owner","3","30"
"Peru","Government","Junior Dev","3","26"
"Burundi","Energy","Lawyer","3","33"
"Liberia","Education","Data Analyst","3","17"
"Sierra Leone","Finance","Student","3","22"
"Cyprus","Education","Startup Founder","3","22"
"Nigeria","Healthcare","Senior Developer","3","30"
"Moldova","Legal","Marketer","3","32"
"Luxembourg","Education","Business Owner","3","21"
"Bolivia","Retail","Business Owner","3","49"
"Czech Republic","Education","Doctor","3","40"
"Tunisia","Legal","Doctor","3","10"
"Benin","Energy","Product Manager","3","17"
"Bulgaria","Transportation","Content Creator","3","15"
"Afghanistan","Tech","Cybersecurity Analyst","3","6"
"Liechtenstein","Media","Content Creator","3","21"
"Japan","Tech","DevOps Engineer","3","28"
"Kenya","Healthcare","Content Creator","3","57"
"Portugal","Manufacturing","Student","3","13"
"Nepal","Government","Startup Founder","3","31"
"Slovakia","Tech","Non-Tech User","3","34"
"Netherlands","Retail","Designer","3","36"
"Iran","Healthcare","Business Owner","3","39"
"Cyprus","Manufacturing","Government Worker","3","37"
"Italy","Energy","Content Creator","3","39"
"Iran","Finance","Lawyer","3","34"
"Hungary","Education","Researcher","3","14"
"Angola","Legal","Startup Founder","3","30"
"Slovakia","Finance","Designer","3","26"
"Netherlands","Legal","DevOps Engineer","3","36"
"Qatar","Media","Designer","3","27"
"Tonga","Retail","Marketer","3","25"
"Rwanda","Transportation","Startup Founder","3","52"
"Micronesia","Tech","Senior Developer","3","21"
"Finland","Finance","Junior Dev","3","45"
"Burundi","Government","Marketer","3","22"
"Israel","Manufacturing","Student","3","38"
"Bhutan","Manufacturing","Senior Developer","3","26"
"Maldives","Finance","Government Worker","3","36"
"Finland","Education","Government Worker","3","40"
"Kuwait","Transportation","Non-Tech User","3","48"
"Senegal","Media","Teacher","3","14"
"Zimbabwe","Agriculture","Doctor","3","18"
"Iceland","Legal","Researcher","3","22"
"Hungary","Government","DevOps Engineer","3","25"
"Nicaragua","Agriculture","Non-Tech User","3","29"
"El Salvador","Transportation","Researcher","3","24"
"South Africa","Tech","Researcher","3","19"
"Jamaica","Energy","Marketer","3","21"
"Israel","Agriculture","Product Manager","3","42"
"Pakistan","Tech","Lawyer","3","38"
"Syria","Education","Junior Dev","3","34"
"Mozambique","Healthcare","Product Manager","3","51"
"Burundi","Government","Freelancer","3","50"
"Tonga","Energy","Marketer","3","28"
"New Zealand","Retail","Doctor","3","23"
"Vatican City","Education","Product Manager","3","22"
"Uganda","Tech","Cybersecurity Analyst","3","14"
"Bolivia","Government","Lawyer","3","37"
"Tanzania","Retail","Teacher","3","30"
"Namibia","Agriculture","Senior Developer","3","15"
"UK","Finance","Non-Tech User","3","28"
"USA","Transportation","Freelancer","3","18"
"Djibouti","Healthcare","Freelancer","3","43"
"Comoros","Education","Content Creator","3","29"
"Solomon Islands","Legal","Startup Founder","3","40"
"Portugal","Media","Lawyer","3","29"
"Solomon Islands","Tech","Non-Tech User","3","27"
"Maldives","Manufacturing","Government Worker","3","36"
"Sweden","Tech","DevOps Engineer","3","41"
"Norway","Transportation","Freelancer","3","29"
"Latvia","Energy","Business Owner","3","41"
"Burundi","Healthcare","Marketer","3","37"
"Croatia","Education","Data Analyst","3","29"
"Gabon","Healthcare","Business Owner","3","16"
"Brunei","Education","Senior Developer","3","43"
"Lebanon","Media","Cybersecurity Analyst","3","26"
"Spain","Government","Doctor","3","53"
"Tonga","Transportation","Content Creator","3","34"
"Ivory Coast","Legal","Junior Dev","3","41"
"San Marino","Education","Freelancer","3","15"
"Monaco","Education","Business Owner","3","52"
"Luxembourg","Education","Designer","3","18"
"Bangladesh","Tech","DevOps Engineer","3","19"
"Czech Republic","Healthcare","Junior Dev","3","39"
"Burkina Faso","Energy","ML Engineer","3","43"
"Iceland","Legal","Marketer","3","45"
"Iceland","Tech","Non-Tech User","3","8"
"Poland","Healthcare","Junior Dev","3","40"
